Time (s) ,Force (N)
   0     ,  0.03381
   0.001 ,  0.03381
   0.002 ,  0.03381
   0.003 ,  0.03381
   0.004 ,  0.03381
   0.005 ,  0.03381
   0.006 ,  0.03381
   0.007 ,  0.03381
   0.008 ,  0.03381
   0.009 ,  0.03381
   0.01  ,  0.03381
   0.011 ,  0.03381
   0.012 ,  0.12585
   0.013 ,  1.2604
   0.014 ,  2.70114
   0.015 ,  4.20386
   0.016 ,  5.9226
   0.017 ,  7.63946
   0.018 ,  9.38825
   0.019 , 10.9529
   0.02  , 12.3955
   0.021 , 13.3761
   0.022 , 14.0823
   0.023 , 14.4186
   0.024 , 14.5106
   0.025 , 14.3585
   0.026 , 14.1124
   0.027 , 13.6822
   0.028 , 13.254
   0.029 , 12.7637
   0.03  , 12.1795
   0.031 , 11.6592
   0.032 , 11.1069
   0.033 , 10.6148
   0.034 , 10.1865
   0.035 ,  9.84846
   0.036 ,  9.60427
   0.037 ,  9.38825
   0.038 ,  9.20417
   0.039 ,  9.02008
   0.04  ,  8.836
   0.041 ,  8.62186
   0.042 ,  8.37579
   0.043 ,  8.09967
   0.044 ,  7.88553
   0.045 ,  7.7315
   0.046 ,  7.6094
   0.047 ,  7.48731
   0.048 ,  7.33328
   0.049 ,  7.1492
   0.05  ,  6.99517
   0.051 ,  6.81108
   0.052 ,  6.62888
   0.053 ,  6.5049
   0.054 ,  6.32082
   0.055 ,  6.22878
   0.056 ,  6.13674
   0.057 ,  6.01464
   0.058 ,  5.9226
   0.059 ,  5.83056
   0.06  ,  5.76857
   0.061 ,  5.67653
   0.062 ,  5.58449
   0.063 ,  5.52438
   0.064 ,  5.49244
   0.065 ,  5.4004
   0.066 ,  5.37035
   0.067 ,  5.30836
   0.068 ,  5.27831
   0.069 ,  5.18626
   0.07  ,  5.18626
   0.071 ,  5.09422
   0.072 ,  5.06417
   0.073 ,  5.03224
   0.074 ,  4.97213
   0.075 ,  4.94019
   0.076 ,  4.91014
   0.077 ,  4.84815
   0.078 ,  4.8181
   0.079 ,  4.78804
   0.08  ,  4.72606
   0.081 ,  4.696
   0.082 ,  4.60396
   0.083 ,  4.60396
   0.084 ,  4.54197
   0.085 ,  4.51192
   0.086 ,  4.47999
   0.087 ,  4.44993
   0.088 ,  4.41988
   0.089 ,  4.41988
   0.09  ,  4.41988
   0.091 ,  4.38794
   0.092 ,  4.38794
   0.093 ,  4.35789
   0.094 ,  4.35789
   0.095 ,  4.35789
   0.096 ,  4.2959
   0.097 ,  4.32783
   0.098 ,  4.2959
   0.099 ,  4.2959
   0.1   ,  4.26585
   0.101 ,  4.26585
   0.102 ,  4.26585
   0.103 ,  4.23579
   0.104 ,  4.20386
   0.105 ,  4.20386
   0.106 ,  4.20386
   0.107 ,  4.20386
   0.108 ,  4.20386
   0.109 ,  4.17381
   0.11  ,  4.17381
   0.111 ,  4.11182
   0.112 ,  4.14375
   0.113 ,  4.11182
   0.114 ,  4.11182
   0.115 ,  4.11182
   0.116 ,  4.08176
   0.117 ,  4.08176
   0.118 ,  4.08176
   0.119 ,  4.08176
   0.12  ,  4.08176
   0.121 ,  4.08176
   0.122 ,  4.08176
   0.123 ,  4.08176
   0.124 ,  4.08176
   0.125 ,  4.08176
   0.126 ,  4.08176
   0.127 ,  4.08176
   0.128 ,  4.05171
   0.129 ,  4.08176
   0.13  ,  4.05171
   0.131 ,  4.05171
   0.132 ,  4.05171
   0.133 ,  4.05171
   0.134 ,  4.05171
   0.135 ,  4.05171
   0.136 ,  4.05171
   0.137 ,  4.05171
   0.138 ,  4.05171
   0.139 ,  4.05171
   0.14  ,  4.05171
   0.141 ,  4.05171
   0.142 ,  4.05171
   0.143 ,  4.05171
   0.144 ,  4.05171
   0.145 ,  4.05171
   0.146 ,  4.05171
   0.147 ,  4.05171
   0.148 ,  4.05171
   0.149 ,  4.05171
   0.15  ,  4.01978
   0.151 ,  4.05171
   0.152 ,  4.05171
   0.153 ,  4.01978
   0.154 ,  4.05171
   0.155 ,  4.01978
   0.156 ,  4.05171
   0.157 ,  4.05171
   0.158 ,  4.05171
   0.159 ,  4.05171
   0.16  ,  4.05171
   0.161 ,  4.05171
   0.162 ,  4.05171
   0.163 ,  4.05171
   0.164 ,  4.05171
   0.165 ,  4.05171
   0.166 ,  4.05171
   0.167 ,  4.01978
   0.168 ,  4.05171
   0.169 ,  4.05171
   0.17  ,  4.05171
   0.171 ,  4.05171
   0.172 ,  4.01978
   0.173 ,  4.05171
   0.174 ,  4.05171
   0.175 ,  4.05171
   0.176 ,  4.05171
   0.177 ,  4.01978
   0.178 ,  4.05171
   0.179 ,  4.05171
   0.18  ,  4.05171
   0.181 ,  4.05171
   0.182 ,  4.05171
   0.183 ,  4.05171
   0.184 ,  4.05171
   0.185 ,  4.01978
   0.186 ,  4.05171
   0.187 ,  4.05171
   0.188 ,  4.05171
   0.189 ,  4.05171
   0.19  ,  4.01978
   0.191 ,  4.05171
   0.192 ,  4.05171
   0.193 ,  4.05171
   0.194 ,  4.05171
   0.195 ,  4.05171
   0.196 ,  4.05171
   0.197 ,  4.05171
   0.198 ,  4.05171
   0.199 ,  4.05171
   0.2   ,  4.05171
   0.201 ,  4.05171
   0.202 ,  4.01978
   0.203 ,  4.05171
   0.204 ,  4.05171
   0.205 ,  4.05171
   0.206 ,  4.05171
   0.207 ,  4.01978
   0.208 ,  4.05171
   0.209 ,  4.01978
   0.21  ,  4.01978
   0.211 ,  4.01978
   0.212 ,  4.01978
   0.213 ,  4.01978
   0.214 ,  4.01978
   0.215 ,  4.01978
   0.216 ,  4.01978
   0.217 ,  3.98972
   0.218 ,  4.01978
   0.219 ,  4.01978
   0.22  ,  4.01978
   0.221 ,  3.98972
   0.222 ,  3.98972
   0.223 ,  4.01978
   0.224 ,  3.95967
   0.225 ,  3.98972
   0.226 ,  3.98972
   0.227 ,  3.98972
   0.228 ,  3.98972
   0.229 ,  3.95967
   0.23  ,  3.95967
   0.231 ,  3.95967
   0.232 ,  3.95967
   0.233 ,  3.95967
   0.234 ,  3.95967
   0.235 ,  3.95967
   0.236 ,  3.95967
   0.237 ,  3.92774
   0.238 ,  3.95967
   0.239 ,  3.92774
   0.24  ,  3.95967
   0.241 ,  3.92774
   0.242 ,  3.95967
   0.243 ,  3.95967
   0.244 ,  3.92774
   0.245 ,  3.95967
   0.246 ,  3.92774
   0.247 ,  3.92774
   0.248 ,  3.92774
   0.249 ,  3.92774
   0.25  ,  3.92774
   0.251 ,  3.92774
   0.252 ,  3.92774
   0.253 ,  3.92774
   0.254 ,  3.92774
   0.255 ,  3.92774
   0.256 ,  3.92774
   0.257 ,  3.92774
   0.258 ,  3.92774
   0.259 ,  3.92774
   0.26  ,  3.92774
   0.261 ,  3.92774
   0.262 ,  3.92774
   0.263 ,  3.92774
   0.264 ,  3.92774
   0.265 ,  3.92774
   0.266 ,  3.92774
   0.267 ,  3.92774
   0.268 ,  3.92774
   0.269 ,  3.92774
   0.27  ,  3.92774
   0.271 ,  3.89768
   0.272 ,  3.89768
   0.273 ,  3.89768
   0.274 ,  3.89768
   0.275 ,  3.89768
   0.276 ,  3.86763
   0.277 ,  3.89768
   0.278 ,  3.89768
   0.279 ,  3.89768
   0.28  ,  3.89768
   0.281 ,  3.86763
   0.282 ,  3.89768
   0.283 ,  3.86763
   0.284 ,  3.86763
   0.285 ,  3.86763
   0.286 ,  3.86763
   0.287 ,  3.86763
   0.288 ,  3.86763
   0.289 ,  3.86763
   0.29  ,  3.86763
   0.291 ,  3.86763
   0.292 ,  3.86763
   0.293 ,  3.83569
   0.294 ,  3.83569
   0.295 ,  3.83569
   0.296 ,  3.83569
   0.297 ,  3.86763
   0.298 ,  3.83569
   0.299 ,  3.83569
   0.3   ,  3.83569
   0.301 ,  3.83569
   0.302 ,  3.83569
   0.303 ,  3.83569
   0.304 ,  3.83569
   0.305 ,  3.83569
   0.306 ,  3.83569
   0.307 ,  3.83569
   0.308 ,  3.83569
   0.309 ,  3.83569
   0.31  ,  3.80564
   0.311 ,  3.83569
   0.312 ,  3.80564
   0.313 ,  3.80564
   0.314 ,  3.80564
   0.315 ,  3.80564
   0.316 ,  3.80564
   0.317 ,  3.80564
   0.318 ,  3.80564
   0.319 ,  3.80564
   0.32  ,  3.77558
   0.321 ,  3.80564
   0.322 ,  3.77558
   0.323 ,  3.77558
   0.324 ,  3.77558
   0.325 ,  3.77558
   0.326 ,  3.77558
   0.327 ,  3.77558
   0.328 ,  3.77558
   0.329 ,  3.77558
   0.33  ,  3.77558
   0.331 ,  3.77558
   0.332 ,  3.77558
   0.333 ,  3.74365
   0.334 ,  3.77558
   0.335 ,  3.7136
   0.336 ,  3.7136
   0.337 ,  3.7136
   0.338 ,  3.7136
   0.339 ,  3.7136
   0.34  ,  3.7136
   0.341 ,  3.74365
   0.342 ,  3.7136
   0.343 ,  3.7136
   0.344 ,  3.7136
   0.345 ,  3.7136
   0.346 ,  3.7136
   0.347 ,  3.7136
   0.348 ,  3.7136
   0.349 ,  3.7136
   0.35  ,  3.7136
   0.351 ,  3.7136
   0.352 ,  3.68354
   0.353 ,  3.68354
   0.354 ,  3.68354
   0.355 ,  3.68354
   0.356 ,  3.7136
   0.357 ,  3.68354
   0.358 ,  3.68354
   0.359 ,  3.68354
   0.36  ,  3.68354
   0.361 ,  3.68354
   0.362 ,  3.65161
   0.363 ,  3.68354
   0.364 ,  3.65161
   0.365 ,  3.65161
   0.366 ,  3.65161
   0.367 ,  3.62156
   0.368 ,  3.65161
   0.369 ,  3.62156
   0.37  ,  3.62156
   0.371 ,  3.62156
   0.372 ,  3.62156
   0.373 ,  3.62156
   0.374 ,  3.62156
   0.375 ,  3.62156
   0.376 ,  3.62156
   0.377 ,  3.62156
   0.378 ,  3.62156
   0.379 ,  3.5915
   0.38  ,  3.5915
   0.381 ,  3.5915
   0.382 ,  3.5915
   0.383 ,  3.5915
   0.384 ,  3.55957
   0.385 ,  3.55957
   0.386 ,  3.55957
   0.387 ,  3.55957
   0.388 ,  3.55957
   0.389 ,  3.55957
   0.39  ,  3.55957
   0.391 ,  3.55957
   0.392 ,  3.55957
   0.393 ,  3.55957
   0.394 ,  3.52951
   0.395 ,  3.55957
   0.396 ,  3.52951
   0.397 ,  3.52951
   0.398 ,  3.52951
   0.399 ,  3.52951
   0.4   ,  3.52951
   0.401 ,  3.52951
   0.402 ,  3.52951
   0.403 ,  3.49946
   0.404 ,  3.49946
   0.405 ,  3.49946
   0.406 ,  3.49946
   0.407 ,  3.49946
   0.408 ,  3.49946
   0.409 ,  3.49946
   0.41  ,  3.49946
   0.411 ,  3.4694
   0.412 ,  3.4694
   0.413 ,  3.4694
   0.414 ,  3.4694
   0.415 ,  3.4694
   0.416 ,  3.4694
   0.417 ,  3.4694
   0.418 ,  3.4694
   0.419 ,  3.43747
   0.42  ,  3.4694
   0.421 ,  3.43747
   0.422 ,  3.4694
   0.423 ,  3.43747
   0.424 ,  3.43747
   0.425 ,  3.43747
   0.426 ,  3.43747
   0.427 ,  3.43747
   0.428 ,  3.43747
   0.429 ,  3.43747
   0.43  ,  3.43747
   0.431 ,  3.43747
   0.432 ,  3.43747
   0.433 ,  3.43747
   0.434 ,  3.43747
   0.435 ,  3.43747
   0.436 ,  3.40742
   0.437 ,  3.43747
   0.438 ,  3.37736
   0.439 ,  3.43747
   0.44  ,  3.43747
   0.441 ,  3.40742
   0.442 ,  3.43747
   0.443 ,  3.37736
   0.444 ,  3.40742
   0.445 ,  3.40742
   0.446 ,  3.40742
   0.447 ,  3.40742
   0.448 ,  3.37736
   0.449 ,  3.37736
   0.45  ,  3.37736
   0.451 ,  3.37736
   0.452 ,  3.37736
   0.453 ,  3.37736
   0.454 ,  3.37736
   0.455 ,  3.34543
   0.456 ,  3.34543
   0.457 ,  3.34543
   0.458 ,  3.34543
   0.459 ,  3.37736
   0.46  ,  3.34543
   0.461 ,  3.34543
   0.462 ,  3.34543
   0.463 ,  3.34543
   0.464 ,  3.34543
   0.465 ,  3.34543
   0.466 ,  3.34543
   0.467 ,  3.34543
   0.468 ,  3.34543
   0.469 ,  3.34543
   0.47  ,  3.31538
   0.471 ,  3.31538
   0.472 ,  3.31538
   0.473 ,  3.31538
   0.474 ,  3.31538
   0.475 ,  3.31538
   0.476 ,  3.31538
   0.477 ,  3.28532
   0.478 ,  3.28532
   0.479 ,  3.31538
   0.48  ,  3.28532
   0.481 ,  3.31538
   0.482 ,  3.28532
   0.483 ,  3.28532
   0.484 ,  3.28532
   0.485 ,  3.25339
   0.486 ,  3.28532
   0.487 ,  3.25339
   0.488 ,  3.28532
   0.489 ,  3.28532
   0.49  ,  3.25339
   0.491 ,  3.25339
   0.492 ,  3.25339
   0.493 ,  3.22333
   0.494 ,  3.22333
   0.495 ,  3.22333
   0.496 ,  3.25339
   0.497 ,  3.22333
   0.498 ,  3.22333
   0.499 ,  3.22333
   0.5   ,  3.22333
   0.501 ,  3.22333
   0.502 ,  3.19328
   0.503 ,  3.22333
   0.504 ,  3.19328
   0.505 ,  3.19328
   0.506 ,  3.19328
   0.507 ,  3.19328
   0.508 ,  3.19328
   0.509 ,  3.19328
   0.51  ,  3.19328
   0.511 ,  3.19328
   0.512 ,  3.16135
   0.513 ,  3.19328
   0.514 ,  3.16135
   0.515 ,  3.16135
   0.516 ,  3.19328
   0.517 ,  3.16135
   0.518 ,  3.19328
   0.519 ,  3.13129
   0.52  ,  3.16135
   0.521 ,  3.13129
   0.522 ,  3.13129
   0.523 ,  3.13129
   0.524 ,  3.13129
   0.525 ,  3.13129
   0.526 ,  3.13129
   0.527 ,  3.13129
   0.528 ,  3.13129
   0.529 ,  3.10124
   0.53  ,  3.13129
   0.531 ,  3.13129
   0.532 ,  3.10124
   0.533 ,  3.13129
   0.534 ,  3.10124
   0.535 ,  3.10124
   0.536 ,  3.10124
   0.537 ,  3.10124
   0.538 ,  3.10124
   0.539 ,  3.10124
   0.54  ,  3.10124
   0.541 ,  3.10124
   0.542 ,  3.10124
   0.543 ,  3.0693
   0.544 ,  3.0693
   0.545 ,  3.10124
   0.546 ,  3.0693
   0.547 ,  3.0693
   0.548 ,  3.0693
   0.549 ,  3.0693
   0.55  ,  3.0693
   0.551 ,  3.0693
   0.552 ,  3.0693
   0.553 ,  3.0693
   0.554 ,  3.03925
   0.555 ,  3.0693
   0.556 ,  3.03925
   0.557 ,  3.03925
   0.558 ,  3.03925
   0.559 ,  3.03925
   0.56  ,  3.03925
   0.561 ,  3.0092
   0.562 ,  3.03925
   0.563 ,  3.0092
   0.564 ,  3.03925
   0.565 ,  3.0092
   0.566 ,  3.0092
   0.567 ,  3.0092
   0.568 ,  3.0092
   0.569 ,  2.97726
   0.57  ,  3.0092
   0.571 ,  2.97726
   0.572 ,  2.97726
   0.573 ,  2.97726
   0.574 ,  2.97726
   0.575 ,  2.94721
   0.576 ,  2.97726
   0.577 ,  2.97726
   0.578 ,  2.94721
   0.579 ,  2.94721
   0.58  ,  2.94721
   0.581 ,  2.94721
   0.582 ,  2.94721
   0.583 ,  2.94721
   0.584 ,  2.94721
   0.585 ,  2.94721
   0.586 ,  2.94721
   0.587 ,  2.94721
   0.588 ,  2.91715
   0.589 ,  2.94721
   0.59  ,  2.94721
   0.591 ,  2.91715
   0.592 ,  2.94721
   0.593 ,  2.91715
   0.594 ,  2.91715
   0.595 ,  2.88522
   0.596 ,  2.88522
   0.597 ,  2.91715
   0.598 ,  2.88522
   0.599 ,  2.91715
   0.6   ,  2.85517
   0.601 ,  2.88522
   0.602 ,  2.88522
   0.603 ,  2.85517
   0.604 ,  2.88522
   0.605 ,  2.85517
   0.606 ,  2.85517
   0.607 ,  2.85517
   0.608 ,  2.85517
   0.609 ,  2.85517
   0.61  ,  2.85517
   0.611 ,  2.85517
   0.612 ,  2.85517
   0.613 ,  2.85517
   0.614 ,  2.85517
   0.615 ,  2.82511
   0.616 ,  2.82511
   0.617 ,  2.82511
   0.618 ,  2.82511
   0.619 ,  2.82511
   0.62  ,  2.82511
   0.621 ,  2.82511
   0.622 ,  2.82511
   0.623 ,  2.82511
   0.624 ,  2.82511
   0.625 ,  2.82511
   0.626 ,  2.82511
   0.627 ,  2.82511
   0.628 ,  2.82511
   0.629 ,  2.82511
   0.63  ,  2.79318
   0.631 ,  2.82511
   0.632 ,  2.79318
   0.633 ,  2.79318
   0.634 ,  2.79318
   0.635 ,  2.79318
   0.636 ,  2.82511
   0.637 ,  2.79318
   0.638 ,  2.79318
   0.639 ,  2.79318
   0.64  ,  2.76313
   0.641 ,  2.79318
   0.642 ,  2.76313
   0.643 ,  2.76313
   0.644 ,  2.76313
   0.645 ,  2.73307
   0.646 ,  2.73307
   0.647 ,  2.73307
   0.648 ,  2.73307
   0.649 ,  2.73307
   0.65  ,  2.73307
   0.651 ,  2.73307
   0.652 ,  2.73307
   0.653 ,  2.73307
   0.654 ,  2.73307
   0.655 ,  2.73307
   0.656 ,  2.73307
   0.657 ,  2.73307
   0.658 ,  2.73307
   0.659 ,  2.70114
   0.66  ,  2.73307
   0.661 ,  2.70114
   0.662 ,  2.70114
   0.663 ,  2.70114
   0.664 ,  2.70114
   0.665 ,  2.70114
   0.666 ,  2.70114
   0.667 ,  2.70114
   0.668 ,  2.70114
   0.669 ,  2.67108
   0.67  ,  2.70114
   0.671 ,  2.70114
   0.672 ,  2.70114
   0.673 ,  2.70114
   0.674 ,  2.64103
   0.675 ,  2.67108
   0.676 ,  2.67108
   0.677 ,  2.64103
   0.678 ,  2.64103
   0.679 ,  2.64103
   0.68  ,  2.67108
   0.681 ,  2.64103
   0.682 ,  2.64103
   0.683 ,  2.64103
   0.684 ,  2.6091
   0.685 ,  2.64103
   0.686 ,  2.6091
   0.687 ,  2.6091
   0.688 ,  2.6091
   0.689 ,  2.6091
   0.69  ,  2.6091
   0.691 ,  2.6091
   0.692 ,  2.57904
   0.693 ,  2.6091
   0.694 ,  2.57904
   0.695 ,  2.6091
   0.696 ,  2.57904
   0.697 ,  2.57904
   0.698 ,  2.57904
   0.699 ,  2.57904
   0.7   ,  2.57904
   0.701 ,  2.54899
   0.702 ,  2.54899
   0.703 ,  2.57904
   0.704 ,  2.57904
   0.705 ,  2.54899
   0.706 ,  2.54899
   0.707 ,  2.54899
   0.708 ,  2.54899
   0.709 ,  2.54899
   0.71  ,  2.54899
   0.711 ,  2.54899
   0.712 ,  2.51705
   0.713 ,  2.487
   0.714 ,  2.51705
   0.715 ,  2.51705
   0.716 ,  2.487
   0.717 ,  2.51705
   0.718 ,  2.487
   0.719 ,  2.487
   0.72  ,  2.487
   0.721 ,  2.487
   0.722 ,  2.487
   0.723 ,  2.487
   0.724 ,  2.487
   0.725 ,  2.487
   0.726 ,  2.45695
   0.727 ,  2.45695
   0.728 ,  2.45695
   0.729 ,  2.45695
   0.73  ,  2.45695
   0.731 ,  2.45695
   0.732 ,  2.487
   0.733 ,  2.45695
   0.734 ,  2.45695
   0.735 ,  2.45695
   0.736 ,  2.45695
   0.737 ,  2.45695
   0.738 ,  2.42501
   0.739 ,  2.45695
   0.74  ,  2.39496
   0.741 ,  2.42501
   0.742 ,  2.39496
   0.743 ,  2.39496
   0.744 ,  2.42501
   0.745 ,  2.39496
   0.746 ,  2.39496
   0.747 ,  2.39496
   0.748 ,  2.39496
   0.749 ,  2.39496
   0.75  ,  2.3649
   0.751 ,  2.3649
   0.752 ,  2.3649
   0.753 ,  2.3649
   0.754 ,  2.3649
   0.755 ,  2.3649
   0.756 ,  2.3649
   0.757 ,  2.3649
   0.758 ,  2.3649
   0.759 ,  2.33297
   0.76  ,  2.33297
   0.761 ,  2.33297
   0.762 ,  2.33297
   0.763 ,  2.33297
   0.764 ,  2.33297
   0.765 ,  2.33297
   0.766 ,  2.33297
   0.767 ,  2.33297
   0.768 ,  2.33297
   0.769 ,  2.33297
   0.77  ,  2.33297
   0.771 ,  2.33297
   0.772 ,  2.33297
   0.773 ,  2.33297
   0.774 ,  2.30292
   0.775 ,  2.30292
   0.776 ,  2.33297
   0.777 ,  2.30292
   0.778 ,  2.30292
   0.779 ,  2.30292
   0.78  ,  2.30292
   0.781 ,  2.30292
   0.782 ,  2.27286
   0.783 ,  2.30292
   0.784 ,  2.27286
   0.785 ,  2.27286
   0.786 ,  2.27286
   0.787 ,  2.27286
   0.788 ,  2.27286
   0.789 ,  2.24093
   0.79  ,  2.24093
   0.791 ,  2.27286
   0.792 ,  2.24093
   0.793 ,  2.24093
   0.794 ,  2.24093
   0.795 ,  2.24093
   0.796 ,  2.24093
   0.797 ,  2.24093
   0.798 ,  2.24093
   0.799 ,  2.24093
   0.8   ,  2.24093
   0.801 ,  2.24093
   0.802 ,  2.24093
   0.803 ,  2.24093
   0.804 ,  2.21087
   0.805 ,  2.24093
   0.806 ,  2.24093
   0.807 ,  2.21087
   0.808 ,  2.24093
   0.809 ,  2.21087
   0.81  ,  2.21087
   0.811 ,  2.21087
   0.812 ,  2.21087
   0.813 ,  2.21087
   0.814 ,  2.18082
   0.815 ,  2.18082
   0.816 ,  2.21087
   0.817 ,  2.18082
   0.818 ,  2.18082
   0.819 ,  2.18082
   0.82  ,  2.18082
   0.821 ,  2.14889
   0.822 ,  2.18082
   0.823 ,  2.14889
   0.824 ,  2.14889
   0.825 ,  2.14889
   0.826 ,  2.14889
   0.827 ,  2.14889
   0.828 ,  2.14889
   0.829 ,  2.11883
   0.83  ,  2.14889
   0.831 ,  2.11883
   0.832 ,  2.11883
   0.833 ,  2.11883
   0.834 ,  2.11883
   0.835 ,  2.11883
   0.836 ,  2.11883
   0.837 ,  2.11883
   0.838 ,  2.11883
   0.839 ,  2.11883
   0.84  ,  2.11883
   0.841 ,  2.08878
   0.842 ,  2.11883
   0.843 ,  2.08878
   0.844 ,  2.08878
   0.845 ,  2.08878
   0.846 ,  2.08878
   0.847 ,  2.08878
   0.848 ,  2.08878
   0.849 ,  2.08878
   0.85  ,  2.08878
   0.851 ,  2.05685
   0.852 ,  2.08878
   0.853 ,  2.05685
   0.854 ,  2.05685
   0.855 ,  2.05685
   0.856 ,  2.05685
   0.857 ,  2.08878
   0.858 ,  2.02679
   0.859 ,  2.05685
   0.86  ,  2.05685
   0.861 ,  2.02679
   0.862 ,  2.02679
   0.863 ,  2.02679
   0.864 ,  2.05685
   0.865 ,  2.02679
   0.866 ,  2.05685
   0.867 ,  2.02679
   0.868 ,  1.99674
   0.869 ,  2.02679
   0.87  ,  1.99674
   0.871 ,  1.99674
   0.872 ,  2.02679
   0.873 ,  1.99674
   0.874 ,  1.99674
   0.875 ,  1.99674
   0.876 ,  1.99674
   0.877 ,  1.99674
   0.878 ,  1.99674
   0.879 ,  1.99674
   0.88  ,  1.9648
   0.881 ,  1.99674
   0.882 ,  1.99674
   0.883 ,  1.9648
   0.884 ,  1.9648
   0.885 ,  1.9648
   0.886 ,  1.9648
   0.887 ,  1.9648
   0.888 ,  1.9648
   0.889 ,  1.9648
   0.89  ,  1.9648
   0.891 ,  1.9648
   0.892 ,  1.9648
   0.893 ,  1.9648
   0.894 ,  1.9648
   0.895 ,  1.9648
   0.896 ,  1.9648
   0.897 ,  1.9648
   0.898 ,  1.9648
   0.899 ,  1.9648
   0.9   ,  1.93475
   0.901 ,  1.93475
   0.902 ,  1.93475
   0.903 ,  1.93475
   0.904 ,  1.93475
   0.905 ,  1.9047
   0.906 ,  1.9047
   0.907 ,  1.9047
   0.908 ,  1.9047
   0.909 ,  1.9047
   0.91  ,  1.9047
   0.911 ,  1.9047
   0.912 ,  1.9047
   0.913 ,  1.9047
   0.914 ,  1.9047
   0.915 ,  1.87276
   0.916 ,  1.9047
   0.917 ,  1.87276
   0.918 ,  1.87276
   0.919 ,  1.87276
   0.92  ,  1.87276
   0.921 ,  1.87276
   0.922 ,  1.87276
   0.923 ,  1.87276
   0.924 ,  1.87276
   0.925 ,  1.87276
   0.926 ,  1.87276
   0.927 ,  1.87276
   0.928 ,  1.87276
   0.929 ,  1.87276
   0.93  ,  1.84271
   0.931 ,  1.87276
   0.932 ,  1.84271
   0.933 ,  1.84271
   0.934 ,  1.84271
   0.935 ,  1.84271
   0.936 ,  1.84271
   0.937 ,  1.84271
   0.938 ,  1.84271
   0.939 ,  1.81265
   0.94  ,  1.84271
   0.941 ,  1.84271
   0.942 ,  1.81265
   0.943 ,  1.84271
   0.944 ,  1.81265
   0.945 ,  1.81265
   0.946 ,  1.81265
   0.947 ,  1.81265
   0.948 ,  1.81265
   0.949 ,  1.81265
   0.95  ,  1.78072
   0.951 ,  1.81265
   0.952 ,  1.78072
   0.953 ,  1.81265
   0.954 ,  1.78072
   0.955 ,  1.78072
   0.956 ,  1.78072
   0.957 ,  1.75067
   0.958 ,  1.78072
   0.959 ,  1.75067
   0.96  ,  1.81265
   0.961 ,  1.75067
   0.962 ,  1.75067
   0.963 ,  1.75067
   0.964 ,  1.75067
   0.965 ,  1.75067
   0.966 ,  1.75067
   0.967 ,  1.75067
   0.968 ,  1.75067
   0.969 ,  1.75067
   0.97  ,  1.75067
   0.971 ,  1.75067
   0.972 ,  1.75067
   0.973 ,  1.75067
   0.974 ,  1.75067
   0.975 ,  1.75067
   0.976 ,  1.72061
   0.977 ,  1.75067
   0.978 ,  1.75067
   0.979 ,  1.75067
   0.98  ,  1.75067
   0.981 ,  1.72061
   0.982 ,  1.75067
   0.983 ,  1.72061
   0.984 ,  1.72061
   0.985 ,  1.72061
   0.986 ,  1.72061
   0.987 ,  1.72061
   0.988 ,  1.72061
   0.989 ,  1.72061
   0.99  ,  1.72061
   0.991 ,  1.72061
   0.992 ,  1.72061
   0.993 ,  1.68868
   0.994 ,  1.72061
   0.995 ,  1.72061
   0.996 ,  1.68868
   0.997 ,  1.72061
   0.998 ,  1.68868
   0.999 ,  1.68868
   1     ,  1.68868
   1.001 ,  1.65862
   1.002 ,  1.68868
   1.003 ,  1.65862
   1.004 ,  1.68868
   1.005 ,  1.68868
   1.006 ,  1.65862
   1.007 ,  1.65862
   1.008 ,  1.65862
   1.009 ,  1.65862
   1.01  ,  1.65862
   1.011 ,  1.65862
   1.012 ,  1.65862
   1.013 ,  1.65862
   1.014 ,  1.65862
   1.015 ,  1.62857
   1.016 ,  1.65862
   1.017 ,  1.65862
   1.018 ,  1.62857
   1.019 ,  1.65862
   1.02  ,  1.62857
   1.021 ,  1.62857
   1.022 ,  1.62857
   1.023 ,  1.62857
   1.024 ,  1.62857
   1.025 ,  1.62857
   1.026 ,  1.62857
   1.027 ,  1.62857
   1.028 ,  1.62857
   1.029 ,  1.62857
   1.03  ,  1.59664
   1.031 ,  1.62857
   1.032 ,  1.62857
   1.033 ,  1.59664
   1.034 ,  1.62857
   1.035 ,  1.59664
   1.036 ,  1.59664
   1.037 ,  1.59664
   1.038 ,  1.59664
   1.039 ,  1.59664
   1.04  ,  1.59664
   1.041 ,  1.59664
   1.042 ,  1.59664
   1.043 ,  1.59664
   1.044 ,  1.56658
   1.045 ,  1.56658
   1.046 ,  1.59664
   1.047 ,  1.56658
   1.048 ,  1.56658
   1.049 ,  1.56658
   1.05  ,  1.56658
   1.051 ,  1.56658
   1.052 ,  1.56658
   1.053 ,  1.53653
   1.054 ,  1.56658
   1.055 ,  1.56658
   1.056 ,  1.56658
   1.057 ,  1.53653
   1.058 ,  1.56658
   1.059 ,  1.53653
   1.06  ,  1.53653
   1.061 ,  1.53653
   1.062 ,  1.53653
   1.063 ,  1.53653
   1.064 ,  1.53653
   1.065 ,  1.53653
   1.066 ,  1.53653
   1.067 ,  1.5046
   1.068 ,  1.5046
   1.069 ,  1.5046
   1.07  ,  1.5046
   1.071 ,  1.53653
   1.072 ,  1.5046
   1.073 ,  1.5046
   1.074 ,  1.5046
   1.075 ,  1.5046
